case,cores,method,baseline,makespan,speedup,baseline_cycles,makespan_cycles,observed_speedup,plot_speedup,attempt_id,revision
032,2,p1_v4_a0537aeb,41443,21880,1.8941042047531993,41443,21880,1.8941042047531993,1.8941042047531993,nikolastarx-20260924T1952Z-s59ee-P1-032-k2-r0,1
032,3,p1_v4_a0537aeb,41443,15402,2.690754447474354,41443,15402,2.690754447474354,2.690754447474354,nikolastarx-20260924T1952Z-s59ee-P1-032-k3-r0,1
032,4,p1_v4_a0537aeb,41443,14274,2.9033907804399606,41443,14274,2.9033907804399606,2.9033907804399606,nikolastarx-20260924T1952Z-s59ee-P1-032-k4-r0,1
032,5,p1_v4_a0537aeb,41443,10415,3.9791646663466156,41443,10415,3.9791646663466156,3.9791646663466156,nikolastarx-20260924T1952Z-s59ee-P1-032-k5-r0,1
033,1,p1_v4_a0537aeb,1774196,1774196,1.0,1774196,1774196,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-033-k1-r0,1
033,2,p1_v4_a0537aeb,1774196,900424,1.9704006112675807,1774196,900424,1.9704006112675807,1.9704006112675807,nikolastarx-20260924T1952Z-s59ee-P1-033-k2-r0,1
033,3,p1_v4_a0537aeb,1774196,602774,2.9433850829664188,1774196,602774,2.9433850829664188,2.9433850829664188,nikolastarx-20260924T1952Z-s59ee-P1-033-k3-r0,1
033,4,p1_v4_a0537aeb,1774196,457426,3.8786514102827563,1774196,457426,3.8786514102827563,3.8786514102827563,nikolastarx-20260924T1952Z-s59ee-P1-033-k4-r0,1
033,5,p1_v4_a0537aeb,1774196,373638,4.748435651620017,1774196,373638,4.748435651620017,4.748435651620017,nikolastarx-20260924T1952Z-s59ee-P1-033-k5-r0,1
034,1,p1_v4_a0537aeb,842996,842996,1.0,842996,842996,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-034-k1-r0,1
034,2,p1_v4_a0537aeb,842996,419315,2.010412219930124,842996,419315,2.010412219930124,2.010412219930124,nikolastarx-20260924T1952Z-s59ee-P1-034-k2-r0,1
034,3,p1_v4_a0537aeb,842996,279005,3.0214368918119745,842996,279005,3.0214368918119745,3.0214368918119745,nikolastarx-20260924T1952Z-s59ee-P1-034-k3-r0,1
034,4,p1_v4_a0537aeb,842996,211980,3.976771393527691,842996,211980,3.976771393527691,3.976771393527691,nikolastarx-20260924T1952Z-s59ee-P1-034-k4-r0,1
034,5,p1_v4_a0537aeb,842996,178384,4.725737734325948,842996,178384,4.725737734325948,4.725737734325948,nikolastarx-20260924T1952Z-s59ee-P1-034-k5-r0,1
035,1,p1_v4_a0537aeb,169571,169571,1.0,169571,169571,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-035-k1-r0,1
035,2,p1_v4_a0537aeb,169571,95406,1.7773620107750037,169571,95406,1.7773620107750037,1.7773620107750037,nikolastarx-20260924T1952Z-s59ee-P1-035-k2-r0,1
035,3,p1_v4_a0537aeb,169571,76666,2.211814885346829,169571,76666,2.211814885346829,2.211814885346829,nikolastarx-20260924T1952Z-s59ee-P1-035-k3-r0,1
035,4,p1_v4_a0537aeb,169571,63590,2.666629973266237,169571,63590,2.666629973266237,2.666629973266237,nikolastarx-20260924T1952Z-s59ee-P1-035-k4-r0,1
035,5,p1_v4_a0537aeb,169571,55444,3.0584193059663805,169571,55444,3.0584193059663805,3.0584193059663805,nikolastarx-20260924T1952Z-s59ee-P1-035-k5-r0,1
036,1,p1_v4_a0537aeb,931510,931510,1.0,931510,931510,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-036-k1-r0,1
036,2,p1_v4_a0537aeb,931510,466068,1.998656848356892,931510,466068,1.998656848356892,1.998656848356892,nikolastarx-20260924T1952Z-s59ee-P1-036-k2-r0,1
036,3,p1_v4_a0537aeb,931510,311345,2.991890025534375,931510,311345,2.991890025534375,2.991890025534375,nikolastarx-20260924T1952Z-s59ee-P1-036-k3-r0,1
036,4,p1_v4_a0537aeb,931510,233584,3.987901568600589,931510,233584,3.987901568600589,3.987901568600589,nikolastarx-20260924T1952Z-s59ee-P1-036-k4-r0,1
036,5,p1_v4_a0537aeb,931510,187182,4.976493466252097,931510,187182,4.976493466252097,4.976493466252097,nikolastarx-20260924T1952Z-s59ee-P1-036-k5-r0,1
037,1,p1_v4_a0537aeb,210001,210001,1.0,210001,210001,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-037-k1-r0,1
037,2,p1_v4_a0537aeb,210001,105374,1.992910964754114,210001,105374,1.992910964754114,1.992910964754114,nikolastarx-20260924T1952Z-s59ee-P1-037-k2-r0,1
037,3,p1_v4_a0537aeb,210001,74038,2.836394824279424,210001,74038,2.836394824279424,2.836394824279424,nikolastarx-20260924T1952Z-s59ee-P1-037-k3-r0,1
037,4,p1_v4_a0537aeb,210001,53320,3.938503375843961,210001,53320,3.938503375843961,3.938503375843961,nikolastarx-20260924T1952Z-s59ee-P1-037-k4-r0,1
037,5,p1_v4_a0537aeb,210001,43013,4.882268151489085,210001,43013,4.882268151489085,4.882268151489085,nikolastarx-20260924T1952Z-s59ee-P1-037-k5-r0,1
038,1,p1_v4_a0537aeb,1364555,1349031,1.0115075191007472,1364555,1349031,1.0115075191007472,1.0,nikolastarx-20260924T1952Z-s59ee-P1-038-k1-r0,1
038,2,p1_v4_a0537aeb,1364555,681518,2.002228847954126,1364555,681518,2.002228847954126,2.002228847954126,nikolastarx-20260924T1952Z-s59ee-P1-038-k2-r0,1
038,3,p1_v4_a0537aeb,1364555,462369,2.9512251037591186,1364555,462369,2.9512251037591186,2.9512251037591186,nikolastarx-20260924T1952Z-s59ee-P1-038-k3-r0,1
038,4,p1_v4_a0537aeb,1364555,345206,3.9528716186856543,1364555,345206,3.9528716186856543,3.9528716186856543,nikolastarx-20260924T1952Z-s59ee-P1-038-k4-r0,1
038,5,p1_v4_a0537aeb,1364555,283932,4.805921840440669,1364555,283932,4.805921840440669,4.805921840440669,nikolastarx-20260924T1952Z-s59ee-P1-038-k5-r0,1
039,1,p1_v4_a0537aeb,1435262,1408153,1.019251459180927,1435262,1408153,1.019251459180927,1.0,nikolastarx-20260924T1952Z-s59ee-P1-039-k1-r0,1
039,2,p1_v4_a0537aeb,1435262,708430,2.025975749191875,1435262,708430,2.025975749191875,2.025975749191875,nikolastarx-20260924T1952Z-s59ee-P1-039-k2-r0,1
039,3,p1_v4_a0537aeb,1435262,478013,3.002558507823009,1435262,478013,3.002558507823009,3.002558507823009,nikolastarx-20260924T1952Z-s59ee-P1-039-k3-r0,1
039,4,p1_v4_a0537aeb,1435262,368961,3.8900100552632932,1435262,368961,3.8900100552632932,3.8900100552632932,nikolastarx-20260924T1952Z-s59ee-P1-039-k4-r0,1
039,5,p1_v4_a0537aeb,1435262,347811,4.12655723942026,1435262,347811,4.12655723942026,4.12655723942026,nikolastarx-20260924T1952Z-s59ee-P1-039-k5-r0,1
040,1,p1_v4_a0537aeb,253454,253454,1.0,253454,253454,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-040-k1-r0,1
040,2,p1_v4_a0537aeb,253454,143799,1.762557458674956,253454,143799,1.762557458674956,1.762557458674956,nikolastarx-20260924T1952Z-s59ee-P1-040-k2-r0,1
040,3,p1_v4_a0537aeb,253454,97215,2.6071491025047573,253454,97215,2.6071491025047573,2.6071491025047573,nikolastarx-20260924T1952Z-s59ee-P1-040-k3-r0,1
040,4,p1_v4_a0537aeb,253454,94410,2.6846096811778413,253454,94410,2.6846096811778413,2.6846096811778413,nikolastarx-20260924T1952Z-s59ee-P1-040-k4-r0,1
040,5,p1_v4_a0537aeb,253454,94410,2.6846096811778413,253454,94410,2.6846096811778413,2.6846096811778413,nikolastarx-20260924T1952Z-s59ee-P1-040-k5-r0,1
041,1,p1_v4_a0537aeb,6003957,5963927,1.006712020452296,6003957,5963927,1.006712020452296,1.0,nikolastarx-20260924T1952Z-s59ee-P1-041-k1-r0,1
041,2,p1_v4_a0537aeb,6003957,2973041,2.019466600023343,6003957,2973041,2.019466600023343,2.019466600023343,nikolastarx-20260924T1952Z-s59ee-P1-041-k2-r0,1
041,3,p1_v4_a0537aeb,6003957,1999093,3.0033405149235177,6003957,1999093,3.0033405149235177,3.0033405149235177,nikolastarx-20260924T1952Z-s59ee-P1-041-k3-r0,1
041,4,p1_v4_a0537aeb,6003957,1493783,4.019296644827261,6003957,1493783,4.019296644827261,4.019296644827261,nikolastarx-20260924T1952Z-s59ee-P1-041-k4-r0,1
041,5,p1_v4_a0537aeb,6003957,1196379,5.018440644645217,6003957,1196379,5.018440644645217,5.018440644645217,nikolastarx-20260924T1952Z-s59ee-P1-041-k5-r0,1
042,1,p1_v4_a0537aeb,1686740,1673390,1.0079778174842684,1686740,1673390,1.0079778174842684,1.0,nikolastarx-20260924T1952Z-s59ee-P1-042-k1-r0,1
042,2,p1_v4_a0537aeb,1686740,840111,2.007758498579354,1686740,840111,2.007758498579354,2.007758498579354,nikolastarx-20260924T1952Z-s59ee-P1-042-k2-r0,1
042,3,p1_v4_a0537aeb,1686740,571947,2.9491194114139945,1686740,571947,2.9491194114139945,2.9491194114139945,nikolastarx-20260924T1952Z-s59ee-P1-042-k3-r0,1
042,4,p1_v4_a0537aeb,1686740,444745,3.7926002540781796,1686740,444745,3.7926002540781796,3.7926002540781796,nikolastarx-20260924T1952Z-s59ee-P1-042-k4-r0,1
042,5,p1_v4_a0537aeb,1686740,370832,4.5485287138111055,1686740,370832,4.5485287138111055,4.5485287138111055,nikolastarx-20260924T1952Z-s59ee-P1-042-k5-r0,1
043,1,p1_v4_a0537aeb,677656,677890,0.9996548112525631,677656,677890,0.9996548112525631,1.0,nikolastarx-20260924T1952Z-s59ee-P1-043-k1-r0,1
043,2,p1_v4_a0537aeb,677656,355922,1.9039452464303976,677656,355922,1.9039452464303976,1.9039452464303976,nikolastarx-20260924T1952Z-s59ee-P1-043-k2-r0,1
043,3,p1_v4_a0537aeb,677656,261380,2.5926084627745047,677656,261380,2.5926084627745047,2.5926084627745047,nikolastarx-20260924T1952Z-s59ee-P1-043-k3-r0,1
043,4,p1_v4_a0537aeb,677656,190343,3.5601834582832046,677656,190343,3.5601834582832046,3.5601834582832046,nikolastarx-20260924T1952Z-s59ee-P1-043-k4-r0,1
043,5,p1_v4_a0537aeb,677656,178035,3.8063077484764234,677656,178035,3.8063077484764234,3.8063077484764234,nikolastarx-20260924T1952Z-s59ee-P1-043-k5-r0,1
044,1,p1_v4_a0537aeb,154407,154407,1.0,154407,154407,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-044-k1-r0,1
044,2,p1_v4_a0537aeb,154407,64624,2.389313567714781,154407,64624,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k2-r0,1
044,3,p1_v4_a0537aeb,154407,64624,2.389313567714781,154407,64624,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k3-r0,1
044,4,p1_v4_a0537aeb,154407,64624,2.389313567714781,154407,64624,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k4-r0,1
044,5,p1_v4_a0537aeb,154407,64624,2.389313567714781,154407,64624,2.389313567714781,2.389313567714781,nikolastarx-20260924T1952Z-s59ee-P1-044-k5-r0,1
045,1,p1_v4_a0537aeb,125614,125614,1.0,125614,125614,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-045-k1-r0,1
045,2,p1_v4_a0537aeb,125614,63059,1.99200748505368,125614,63059,1.99200748505368,1.99200748505368,nikolastarx-20260924T1952Z-s59ee-P1-045-k2-r0,1
045,3,p1_v4_a0537aeb,125614,42601,2.94861622966597,125614,42601,2.94861622966597,2.94861622966597,nikolastarx-20260924T1952Z-s59ee-P1-045-k3-r0,1
045,4,p1_v4_a0537aeb,125614,31878,3.940460505677897,125614,31878,3.940460505677897,3.940460505677897,nikolastarx-20260924T1952Z-s59ee-P1-045-k4-r0,1
045,5,p1_v4_a0537aeb,125614,26164,4.801024308209754,125614,26164,4.801024308209754,4.801024308209754,nikolastarx-20260924T1952Z-s59ee-P1-045-k5-r0,1
046,1,p1_v4_a0537aeb,276455,276455,1.0,276455,276455,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-046-k1-r0,1
046,2,p1_v4_a0537aeb,276455,133856,2.065316459478843,276455,133856,2.065316459478843,2.065316459478843,nikolastarx-20260924T1952Z-s59ee-P1-046-k2-r0,1
046,3,p1_v4_a0537aeb,276455,110311,2.5061417265730523,276455,110311,2.5061417265730523,2.5061417265730523,nikolastarx-20260924T1952Z-s59ee-P1-046-k3-r0,1
046,4,p1_v4_a0537aeb,276455,103846,2.6621632032047455,276455,103846,2.6621632032047455,2.6621632032047455,nikolastarx-20260924T1952Z-s59ee-P1-046-k4-r0,1
046,5,p1_v4_a0537aeb,276455,103846,2.6621632032047455,276455,103846,2.6621632032047455,2.6621632032047455,nikolastarx-20260924T1952Z-s59ee-P1-046-k5-r0,1
047,1,p1_v4_a0537aeb,326508,326508,1.0,326508,326508,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-047-k1-r0,1
047,2,p1_v4_a0537aeb,326508,207016,1.5772114232716312,326508,207016,1.5772114232716312,1.5772114232716312,nikolastarx-20260924T1952Z-s59ee-P1-047-k2-r0,1
047,3,p1_v4_a0537aeb,326508,158686,2.057572816757622,326508,158686,2.057572816757622,2.057572816757622,nikolastarx-20260924T1952Z-s59ee-P1-047-k3-r0,1
047,4,p1_v4_a0537aeb,326508,123184,2.6505715027925705,326508,123184,2.6505715027925705,2.6505715027925705,nikolastarx-20260924T1952Z-s59ee-P1-047-k4-r0,1
047,5,p1_v4_a0537aeb,326508,126217,2.5868781542898343,326508,126217,2.5868781542898343,2.5868781542898343,nikolastarx-20260924T1952Z-s59ee-P1-047-k5-r0,1
048,1,p1_v4_a0537aeb,222220,222220,1.0,222220,222220,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-048-k1-r0,1
048,2,p1_v4_a0537aeb,222220,147475,1.5068316663841328,222220,147475,1.5068316663841328,1.5068316663841328,nikolastarx-20260924T1952Z-s59ee-P1-048-k2-r0,1
048,3,p1_v4_a0537aeb,222220,120628,1.8421925257817422,222220,120628,1.8421925257817422,1.8421925257817422,nikolastarx-20260924T1952Z-s59ee-P1-048-k3-r0,1
048,4,p1_v4_a0537aeb,222220,116460,1.9081229606731924,222220,116460,1.9081229606731924,1.9081229606731924,nikolastarx-20260924T1952Z-s59ee-P1-048-k4-r0,1
048,5,p1_v4_a0537aeb,222220,117606,1.889529445776576,222220,117606,1.889529445776576,1.889529445776576,nikolastarx-20260924T1952Z-s59ee-P1-048-k5-r0,1
049,1,p1_v4_a0537aeb,196276,196483,0.9989464737407308,196276,196483,0.9989464737407308,1.0,nikolastarx-20260924T1952Z-s59ee-P1-049-k1-r0,1
049,2,p1_v4_a0537aeb,196276,110741,1.7723878238412152,196276,110741,1.7723878238412152,1.7723878238412152,nikolastarx-20260924T1952Z-s59ee-P1-049-k2-r0,1
049,3,p1_v4_a0537aeb,196276,82595,2.376366608148193,196276,82595,2.376366608148193,2.376366608148193,nikolastarx-20260924T1952Z-s59ee-P1-049-k3-r0,1
049,4,p1_v4_a0537aeb,196276,64043,3.064753368830317,196276,64043,3.064753368830317,3.064753368830317,nikolastarx-20260924T1952Z-s59ee-P1-049-k4-r0,1
049,5,p1_v4_a0537aeb,196276,57111,3.436745985887132,196276,57111,3.436745985887132,3.436745985887132,nikolastarx-20260924T1952Z-s59ee-P1-049-k5-r0,1
050,1,p1_v4_a0537aeb,149690,149860,0.9988656079007073,149690,149860,0.9988656079007073,1.0,nikolastarx-20260924T1952Z-s59ee-P1-050-k1-r0,1
050,2,p1_v4_a0537aeb,149690,84123,1.7794182328257433,149690,84123,1.7794182328257433,1.7794182328257433,nikolastarx-20260924T1952Z-s59ee-P1-050-k2-r0,1
050,3,p1_v4_a0537aeb,149690,61092,2.4502389838276697,149690,61092,2.4502389838276697,2.4502389838276697,nikolastarx-20260924T1952Z-s59ee-P1-050-k3-r0,1
050,4,p1_v4_a0537aeb,149690,48585,3.0809920757435423,149690,48585,3.0809920757435423,3.0809920757435423,nikolastarx-20260924T1952Z-s59ee-P1-050-k4-r0,1
050,5,p1_v4_a0537aeb,149690,42597,3.514097236894617,149690,42597,3.514097236894617,3.514097236894617,nikolastarx-20260924T1952Z-s59ee-P1-050-k5-r0,1
051,1,p1_v4_a0537aeb,607628,607628,1.0,607628,607628,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-051-k1-r0,1
051,2,p1_v4_a0537aeb,607628,357955,1.6974982888910617,607628,357955,1.6974982888910617,1.6974982888910617,nikolastarx-20260924T1952Z-s59ee-P1-051-k2-r0,1
051,3,p1_v4_a0537aeb,607628,291222,2.086476983194951,607628,291222,2.086476983194951,2.086476983194951,nikolastarx-20260924T1952Z-s59ee-P1-051-k3-r0,1
051,4,p1_v4_a0537aeb,607628,254308,2.389338911870645,607628,254308,2.389338911870645,2.389338911870645,nikolastarx-20260924T1952Z-s59ee-P1-051-k4-r0,1
051,5,p1_v4_a0537aeb,607628,253856,2.3935932182024455,607628,253856,2.3935932182024455,2.3935932182024455,nikolastarx-20260924T1952Z-s59ee-P1-051-k5-r0,1
052,1,p1_v4_a0537aeb,180301,180301,1.0,180301,180301,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-052-k1-r0,1
052,2,p1_v4_a0537aeb,180301,91267,1.9755333252983005,180301,91267,1.9755333252983005,1.9755333252983005,nikolastarx-20260924T1952Z-s59ee-P1-052-k2-r0,1
052,3,p1_v4_a0537aeb,180301,63144,2.8553940200177372,180301,63144,2.8553940200177372,2.8553940200177372,nikolastarx-20260924T1952Z-s59ee-P1-052-k3-r0,1
052,4,p1_v4_a0537aeb,180301,47938,3.7611289582377236,180301,47938,3.7611289582377236,3.7611289582377236,nikolastarx-20260924T1952Z-s59ee-P1-052-k4-r0,1
052,5,p1_v4_a0537aeb,180301,48793,3.6952226753837643,180301,48793,3.6952226753837643,3.6952226753837643,nikolastarx-20260924T1952Z-s59ee-P1-052-k5-r0,1
053,1,p1_v4_a0537aeb,1472686,1476736,0.9972574651122476,1472686,1476736,0.9972574651122476,1.0,nikolastarx-20260924T1952Z-s59ee-P1-053-k1-r0,1
053,2,p1_v4_a0537aeb,1472686,772652,1.9060146094231296,1472686,772652,1.9060146094231296,1.9060146094231296,nikolastarx-20260924T1952Z-s59ee-P1-053-k2-r0,1
053,3,p1_v4_a0537aeb,1472686,546659,2.6939755862429777,1472686,546659,2.6939755862429777,2.6939755862429777,nikolastarx-20260924T1952Z-s59ee-P1-053-k3-r0,1
053,4,p1_v4_a0537aeb,1472686,486261,3.0285916411145455,1472686,486261,3.0285916411145455,3.0285916411145455,nikolastarx-20260924T1952Z-s59ee-P1-053-k4-r0,1
053,5,p1_v4_a0537aeb,1472686,417165,3.5302242517948534,1472686,417165,3.5302242517948534,3.5302242517948534,nikolastarx-20260924T1952Z-s59ee-P1-053-k5-r0,1
054,1,p1_v4_a0537aeb,815051,815523,0.9994212303025175,815051,815523,0.9994212303025175,1.0,nikolastarx-20260924T1952Z-s59ee-P1-054-k1-r0,1
054,2,p1_v4_a0537aeb,815051,443792,1.8365608212856472,815051,443792,1.8365608212856472,1.8365608212856472,nikolastarx-20260924T1952Z-s59ee-P1-054-k2-r0,1
054,3,p1_v4_a0537aeb,815051,305592,2.6671215215057984,815051,305592,2.6671215215057984,2.6671215215057984,nikolastarx-20260924T1952Z-s59ee-P1-054-k3-r0,1
054,4,p1_v4_a0537aeb,815051,244120,3.3387309519908244,815051,244120,3.3387309519908244,3.3387309519908244,nikolastarx-20260924T1952Z-s59ee-P1-054-k4-r0,1
054,5,p1_v4_a0537aeb,815051,211904,3.8463219193597102,815051,211904,3.8463219193597102,3.8463219193597102,nikolastarx-20260924T1952Z-s59ee-P1-054-k5-r0,1
055,1,p1_v4_a0537aeb,118835,118835,1.0,118835,118835,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-055-k1-r0,1
055,2,p1_v4_a0537aeb,118835,64056,1.855173598101661,118835,64056,1.855173598101661,1.855173598101661,nikolastarx-20260924T1952Z-s59ee-P1-055-k2-r0,1
055,3,p1_v4_a0537aeb,118835,43674,2.7209552594220816,118835,43674,2.7209552594220816,2.7209552594220816,nikolastarx-20260924T1952Z-s59ee-P1-055-k3-r0,1
055,4,p1_v4_a0537aeb,118835,31367,3.788535722255874,118835,31367,3.788535722255874,3.788535722255874,nikolastarx-20260924T1952Z-s59ee-P1-055-k4-r0,1
055,5,p1_v4_a0537aeb,118835,26781,4.437287629289422,118835,26781,4.437287629289422,4.437287629289422,nikolastarx-20260924T1952Z-s59ee-P1-055-k5-r0,1
056,1,p1_v4_a0537aeb,277285,277588,0.9989084542559477,277285,277588,0.9989084542559477,1.0,nikolastarx-20260924T1952Z-s59ee-P1-056-k1-r0,1
056,2,p1_v4_a0537aeb,277285,155158,1.7871137807911934,277285,155158,1.7871137807911934,1.7871137807911934,nikolastarx-20260924T1952Z-s59ee-P1-056-k2-r0,1
056,3,p1_v4_a0537aeb,277285,107614,2.5766628877283626,277285,107614,2.5766628877283626,2.5766628877283626,nikolastarx-20260924T1952Z-s59ee-P1-056-k3-r0,1
056,4,p1_v4_a0537aeb,277285,87414,3.172089139039513,277285,87414,3.172089139039513,3.172089139039513,nikolastarx-20260924T1952Z-s59ee-P1-056-k4-r0,1
056,5,p1_v4_a0537aeb,277285,77253,3.5893104474907123,277285,77253,3.5893104474907123,3.5893104474907123,nikolastarx-20260924T1952Z-s59ee-P1-056-k5-r0,1
057,1,p1_v4_a0537aeb,59726,59726,1.0,59726,59726,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-057-k1-r0,1
057,2,p1_v4_a0537aeb,59726,33730,1.7707085680403203,59726,33730,1.7707085680403203,1.7707085680403203,nikolastarx-20260924T1952Z-s59ee-P1-057-k2-r0,1
057,3,p1_v4_a0537aeb,59726,25250,2.3653861386138613,59726,25250,2.3653861386138613,2.3653861386138613,nikolastarx-20260924T1952Z-s59ee-P1-057-k3-r0,1
057,4,p1_v4_a0537aeb,59726,19009,3.141985375348519,59726,19009,3.141985375348519,3.141985375348519,nikolastarx-20260924T1952Z-s59ee-P1-057-k4-r0,1
057,5,p1_v4_a0537aeb,59726,16538,3.6114403192647235,59726,16538,3.6114403192647235,3.6114403192647235,nikolastarx-20260924T1952Z-s59ee-P1-057-k5-r0,1
058,1,p1_v4_a0537aeb,4539717,4365891,1.0398145533179826,4539717,4365891,1.0398145533179826,1.0,nikolastarx-20260924T1952Z-s59ee-P1-058-k1-r0,1
058,2,p1_v4_a0537aeb,4539717,2194055,2.069098997062517,4539717,2194055,2.069098997062517,2.069098997062517,nikolastarx-20260924T1952Z-s59ee-P1-058-k2-r0,1
058,3,p1_v4_a0537aeb,4539717,1538256,2.9512103317003153,4539717,1538256,2.9512103317003153,2.9512103317003153,nikolastarx-20260924T1952Z-s59ee-P1-058-k3-r0,1
058,4,p1_v4_a0537aeb,4539717,1141935,3.975460074347489,4539717,1141935,3.975460074347489,3.975460074347489,nikolastarx-20260924T1952Z-s59ee-P1-058-k4-r0,1
058,5,p1_v4_a0537aeb,4539717,1004819,4.517945022934478,4539717,1004819,4.517945022934478,4.517945022934478,nikolastarx-20260924T1952Z-s59ee-P1-058-k5-r0,1
059,1,p1_v4_a0537aeb,829473,829473,1.0,829473,829473,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-059-k1-r0,1
059,2,p1_v4_a0537aeb,829473,369318,2.2459587672412393,829473,369318,2.2459587672412393,2.2459587672412393,nikolastarx-20260924T1952Z-s59ee-P1-059-k2-r0,1
059,3,p1_v4_a0537aeb,829473,254073,3.2647034513702753,829473,254073,3.2647034513702753,3.2647034513702753,nikolastarx-20260924T1952Z-s59ee-P1-059-k3-r0,1
059,4,p1_v4_a0537aeb,829473,185216,4.478408992743607,829473,185216,4.478408992743607,4.478408992743607,nikolastarx-20260924T1952Z-s59ee-P1-059-k4-r0,1
059,5,p1_v4_a0537aeb,829473,150782,5.501140719714555,829473,150782,5.501140719714555,5.501140719714555,nikolastarx-20260924T1952Z-s59ee-P1-059-k5-r0,1
060,1,p1_v4_a0537aeb,888789,871518,1.0198171466338044,888789,871518,1.0198171466338044,1.0,nikolastarx-20260924T1952Z-s59ee-P1-060-k1-r0,1
060,2,p1_v4_a0537aeb,888789,461979,1.9238731630658537,888789,461979,1.9238731630658537,1.9238731630658537,nikolastarx-20260924T1952Z-s59ee-P1-060-k2-r0,1
060,3,p1_v4_a0537aeb,888789,331607,2.6802480044148647,888789,331607,2.6802480044148647,2.6802480044148647,nikolastarx-20260924T1952Z-s59ee-P1-060-k3-r0,1
060,4,p1_v4_a0537aeb,888789,231814,3.83406092815792,888789,231814,3.83406092815792,3.83406092815792,nikolastarx-20260924T1952Z-s59ee-P1-060-k4-r0,1
060,5,p1_v4_a0537aeb,888789,183430,4.845385160551709,888789,183430,4.845385160551709,4.845385160551709,nikolastarx-20260924T1952Z-s59ee-P1-060-k5-r0,1
061,1,p1_v4_a0537aeb,77191,77191,1.0,77191,77191,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-061-k1-r0,1
061,2,p1_v4_a0537aeb,77191,39298,1.9642475444042953,77191,39298,1.9642475444042953,1.9642475444042953,nikolastarx-20260924T1952Z-s59ee-P1-061-k2-r0,1
061,3,p1_v4_a0537aeb,77191,28342,2.723555147837132,77191,28342,2.723555147837132,2.723555147837132,nikolastarx-20260924T1952Z-s59ee-P1-061-k3-r0,1
061,4,p1_v4_a0537aeb,77191,27170,2.841037909458962,77191,27170,2.841037909458962,2.841037909458962,nikolastarx-20260924T1952Z-s59ee-P1-061-k4-r0,1
061,5,p1_v4_a0537aeb,77191,22283,3.46412063007674,77191,22283,3.46412063007674,3.46412063007674,nikolastarx-20260924T1952Z-s59ee-P1-061-k5-r0,1
062,1,p1_v4_a0537aeb,2854809,2854809,1.0,2854809,2854809,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-062-k1-r0,1
062,2,p1_v4_a0537aeb,2854809,1514274,1.8852658105468363,2854809,1514274,1.8852658105468363,1.8852658105468363,nikolastarx-20260924T1952Z-s59ee-P1-062-k2-r0,1
062,3,p1_v4_a0537aeb,2854809,1007281,2.834173383594052,2854809,1007281,2.834173383594052,2.834173383594052,nikolastarx-20260924T1952Z-s59ee-P1-062-k3-r0,1
062,4,p1_v4_a0537aeb,2854809,838616,3.4041909527125647,2854809,838616,3.4041909527125647,3.4041909527125647,nikolastarx-20260924T1952Z-s59ee-P1-062-k4-r0,1
062,5,p1_v4_a0537aeb,2854809,589173,4.845451166295808,2854809,589173,4.845451166295808,4.845451166295808,nikolastarx-20260924T1952Z-s59ee-P1-062-k5-r0,1
063,1,p1_v4_a0537aeb,1070397,1070397,1.0,1070397,1070397,1.0,1.0,nikolastarx-20260924T1952Z-s59ee-P1-063-k1-r0,1
063,2,p1_v4_a0537aeb,1070397,567330,1.8867273015705146,1070397,567330,1.8867273015705146,1.8867273015705146,nikolastarx-20260924T1952Z-s59ee-P1-063-k2-r0,1
063,3,p1_v4_a0537aeb,1070397,400009,2.675932291523441,1070397,400009,2.675932291523441,2.675932291523441,nikolastarx-20260924T1952Z-s59ee-P1-063-k3-r0,1
063,4,p1_v4_a0537aeb,1070397,294704,3.6321088278408165,1070397,294704,3.6321088278408165,3.6321088278408165,nikolastarx-20260924T1952Z-s59ee-P1-063-k4-r0,1
063,5,p1_v4_a0537aeb,1070397,233223,4.589585932776784,1070397,233223,4.589585932776784,4.589585932776784,nikolastarx-20260924T1952Z-s59ee-P1-063-k5-r0,1
